Patent ID,Title,Publication Date,Result Link
US-10410016-B1,Cloud-based system for protecting sensitive information in shared content ,2019-09-10,https://patents.google.com/patent/US10410016B1/en
US-11934681-B2,Data migration for write groups ,2024-03-19,https://patents.google.com/patent/US11934681B2/en
US-10854203-B2,Personal information assistant computing system ,2020-12-01,https://patents.google.com/patent/US10854203B2/en
US-11363459-B2,Integrating CBRS-enabled devices and intent-based networking ,2022-06-14,https://patents.google.com/patent/US11363459B2/en
US-11140380-B2,Method and apparatus for processing overlay media in 360 degree video system ,2021-10-05,https://patents.google.com/patent/US11140380B2/en
US-11164295-B2,Methods and apparatus for enhancing optical images and parametric databases ,2021-11-02,https://patents.google.com/patent/US11164295B2/en
US-11689620-B2,Digital twin of IT infrastructure ,2023-06-27,https://patents.google.com/patent/US11689620B2/en
US-11227386-B2,Identifying the quality of the cell images acquired with digital holographic microscopy using convolutional neural networks ,2022-01-18,https://patents.google.com/patent/US11227386B2/en
US-11825344-B2,Compressed measurement feedback using an encoder neural network ,2023-11-21,https://patents.google.com/patent/US11825344B2/en
US-11755878-B2,Methods and systems of diagnosing machine components using analog sensor data and neural network ,2023-09-12,https://patents.google.com/patent/US11755878B2/en
US-11366990-B2,Time-series representation learning via random time warping ,2022-06-21,https://patents.google.com/patent/US11366990B2/en
US-9474452-B2,Method and system for quantifying anaesthesia or a state of vigilance ,2016-10-25,https://patents.google.com/patent/US9474452B2/en
US-11471103-B2,Ear-worn devices for physiological monitoring ,2022-10-18,https://patents.google.com/patent/US11471103B2/en
US-11944187-B2,Tracked toothbrush and toothbrush tracking system ,2024-04-02,https://patents.google.com/patent/US11944187B2/en
US-11797403-B2,Maintaining a synchronous replication relationship between two or more storage systems ,2023-10-24,https://patents.google.com/patent/US11797403B2/en
US-11068663-B2,Session embeddings for summarizing activity ,2021-07-20,https://patents.google.com/patent/US11068663B2/en
US-11614893-B2,Optimizing storage device access based on latency ,2023-03-28,https://patents.google.com/patent/US11614893B2/en
US-11789638-B2,Continuing replication during storage system transportation ,2023-10-17,https://patents.google.com/patent/US11789638B2/en
US-11861188-B2,System having modular accelerators ,2024-01-02,https://patents.google.com/patent/US11861188B2/en
US-11882179-B2,Supporting multiple replication schemes across distinct network layers ,2024-01-23,https://patents.google.com/patent/US11882179B2/en
US-12061814-B2,Using data similarity to select segments for garbage collection ,2024-08-13,https://patents.google.com/patent/US12061814B2/en
US-11616834-B2,Efficient replication of a dataset to the cloud ,2023-03-28,https://patents.google.com/patent/US11616834B2/en
US-11947683-B2,Replicating a storage system ,2024-04-02,https://patents.google.com/patent/US11947683B2/en
US-12056386-B2,Selectable write paths with different formatted data ,2024-08-06,https://patents.google.com/patent/US12056386B2/en
US-11675520-B2,Application replication among storage systems synchronously replicating a dataset ,2023-06-13,https://patents.google.com/patent/US11675520B2/en
US-12038927-B2,Storage system having multiple tables for efficient searching ,2024-07-16,https://patents.google.com/patent/US12038927B2/en
US-8512260-B2,"Statistical, noninvasive measurement of intracranial pressure ",2013-08-20,https://patents.google.com/patent/US8512260B2/en
US-11017895-B2,Irecon: intelligent image reconstruction system with anticipatory execution ,2021-05-25,https://patents.google.com/patent/US11017895B2/en
US-12068874-B2,"Systems, methods, and apparatus for meeting management ",2024-08-20,https://patents.google.com/patent/US12068874B2/en
US-11804039-B2,"Systems, methods, and apparatus for enhanced cameras ",2023-10-31,https://patents.google.com/patent/US11804039B2/en
US-10237393-B1,Safety systems and methods that use portable electronic devices to monitor the personal safety of a user ,2019-03-19,https://patents.google.com/patent/US10237393B1/en
US-10867398-B2,"Methods, systems, apparatuses and devices for facilitating motion analysis in an environment ",2020-12-15,https://patents.google.com/patent/US10867398B2/en
US-11768504-B2,Light weight and real time slam for robots ,2023-09-26,https://patents.google.com/patent/US11768504B2/en
US-10960091-B2,System and method for sterilization using ultra-violet illumination ,2021-03-30,https://patents.google.com/patent/US10960091B2/en
US-11992408-B2,Methods of designing high x-ray lucency lattice structures ,2024-05-28,https://patents.google.com/patent/US11992408B2/en
US-11275892-B2,Traversal-based sentence span judgements ,2022-03-15,https://patents.google.com/patent/US11275892B2/en
US-11523752-B2,Assay for vapor condensates ,2022-12-13,https://patents.google.com/patent/US11523752B2/en
US-12067097-B2,Biometric system ,2024-08-20,https://patents.google.com/patent/US12067097B2/en
US-12066900-B2,Managing disaster recovery to cloud computing environment ,2024-08-20,https://patents.google.com/patent/US12066900B2/en
US-12086650-B2,Workload placement based on carbon emissions ,2024-09-10,https://patents.google.com/patent/US12086650B2/en
US-12062059-B2,Self-supervised system generating embeddings representing sequenced activity ,2024-08-13,https://patents.google.com/patent/US12062059B2/en
US-11164324-B2,GPU-based system for performing 2D-3D deformable registration of a body organ using multiple 2D fluoroscopic views ,2021-11-02,https://patents.google.com/patent/US11164324B2/en
US-9205204-B2,Devices and methods for wearable injection guides ,2015-12-08,https://patents.google.com/patent/US9205204B2/en
US-10389739-B2,"System, method, and computer program for detecting regular and irregular events associated with various entities ",2019-08-20,https://patents.google.com/patent/US10389739B2/en
US-10613742-B2,Method of providing user interaction with a wearable device and wearable device thereof ,2020-04-07,https://patents.google.com/patent/US10613742B2/en
US-11717644-B2,Robotically augmented catheter manipulation handle ,2023-08-08,https://patents.google.com/patent/US11717644B2/en
US-11337872-B2,Patient support systems and methods for assisting caregivers with patient care ,2022-05-24,https://patents.google.com/patent/US11337872B2/en
US-11922046-B2,Erasure coded data within zoned drives ,2024-03-05,https://patents.google.com/patent/US11922046B2/en
US-11354613-B2,"System, method, and computer program product for generating location-based risk assessments of service provider transaction requests ",2022-06-07,https://patents.google.com/patent/US11354613B2/en
US-11727121-B2,Method and system for neural network deployment in software security vulnerability testing ,2023-08-15,https://patents.google.com/patent/US11727121B2/en
US-11481448-B2,Semantic matching and retrieval of standardized entities ,2022-10-25,https://patents.google.com/patent/US11481448B2/en
US-11526610-B2,Peer-to-peer network for blockchain security ,2022-12-13,https://patents.google.com/patent/US11526610B2/en
US-11574264-B2,Interactive network and method for securing conveyance services ,2023-02-07,https://patents.google.com/patent/US11574264B2/en
US-12027274-B2,Human metabolic condition management ,2024-07-02,https://patents.google.com/patent/US12027274B2/en
US-11268966-B2,Biomarkers of autism spectrum disorder ,2022-03-08,https://patents.google.com/patent/US11268966B2/en
US-10956007-B2,Electronic device and method for providing search result thereof ,2021-03-23,https://patents.google.com/patent/US10956007B2/en
US-11182888-B2,System and method for high precision multi-aperture spectral imaging ,2021-11-23,https://patents.google.com/patent/US11182888B2/en
US-12079370-B2,Secure storage and retrieval of sensitive information ,2024-09-03,https://patents.google.com/patent/US12079370B2/en
US-11868622-B2,Application recovery across storage systems ,2024-01-09,https://patents.google.com/patent/US11868622B2/en
US-11617537-B2,Fabric-based pressure sensor arrays including intersecting elongated conductive strips on opposite sides of a textile sheet ,2023-04-04,https://patents.google.com/patent/US11617537B2/en
US-12005579-B2,Robot reacting on basis of user behavior and control method therefor ,2024-06-11,https://patents.google.com/patent/US12005579B2/en
US-10037601-B1,Systems and methods for automatic detection of architectural distortion in two dimensional mammographic images ,2018-07-31,https://patents.google.com/patent/US10037601B1/en
US-9259287-B2,Patient specific planning and simulation of ablative procedures ,2016-02-16,https://patents.google.com/patent/US9259287B2/en
US-11539709-B2,Restricted access to sensitive content ,2022-12-27,https://patents.google.com/patent/US11539709B2/en
US-7672491-B2,Systems and methods providing automated decision support and medical imaging ,2010-03-02,https://patents.google.com/patent/US7672491B2/en
US-9990827-B2,Wireless patient care system and method ,2018-06-05,https://patents.google.com/patent/US9990827B2/en
US-11446817-B2,Control system to control intelligent robot device ,2022-09-20,https://patents.google.com/patent/US11446817B2/en
US-11654283-B2,Obstructive sleep apnea patient programmer for implantable devices ,2023-05-23,https://patents.google.com/patent/US11654283B2/en
US-10458908-B2,System and method for qualifying plant material ,2019-10-29,https://patents.google.com/patent/US10458908B2/en
US-10715662-B2,System and method for artificial intelligence on hold call handling ,2020-07-14,https://patents.google.com/patent/US10715662B2/en
US-12093545-B2,Storage system with selectable write modes ,2024-09-17,https://patents.google.com/patent/US12093545B2/en
US-11846968-B2,Relocation of data for heterogeneous storage systems ,2023-12-19,https://patents.google.com/patent/US11846968B2/en
US-11842053-B2,Zone namespace ,2023-12-12,https://patents.google.com/patent/US11842053B2/en
US-12045252-B2,Providing quality of service (QoS) for replicating datasets ,2024-07-23,https://patents.google.com/patent/US12045252B2/en
US-12079494-B2,Optimizing storage system upgrades to preserve resources ,2024-09-03,https://patents.google.com/patent/US12079494B2/en
US-11972134-B2,Resource utilization using normalized input/output (‘I/O’) operations ,2024-04-30,https://patents.google.com/patent/US11972134B2/en
US-11941279-B2,Data path virtualization ,2024-03-26,https://patents.google.com/patent/US11941279B2/en
US-12056383-B2,Edge management service ,2024-08-06,https://patents.google.com/patent/US12056383B2/en
US-11087569-B2,Vehicle accident data management system ,2021-08-10,https://patents.google.com/patent/US11087569B2/en
US-9805255-B2,Temporal fusion of multimodal data from multiple data acquisition systems to automatically recognize and classify an action ,2017-10-31,https://patents.google.com/patent/US9805255B2/en
US-10812515-B1,System and method for anomaly detection in dynamically evolving data using hybrid decomposition ,2020-10-20,https://patents.google.com/patent/US10812515B1/en
US-9928235-B2,Type-specific rule-based generation of semantic variants of natural language expression ,2018-03-27,https://patents.google.com/patent/US9928235B2/en
US-9910848-B2,Generating semantic variants of natural language expressions using type-specific templates ,2018-03-06,https://patents.google.com/patent/US9910848B2/en
US-11386298-B2,Uncertainty guided semi-supervised neural network training for image classification ,2022-07-12,https://patents.google.com/patent/US11386298B2/en
US-11487811-B2,"Recognition, reidentification and security enhancements using autonomous machines ",2022-11-01,https://patents.google.com/patent/US11487811B2/en
US-10547116-B2,Wireless communication paradigm: realizing programmable wireless environments through software-controlled metasurfaces ,2020-01-28,https://patents.google.com/patent/US10547116B2/en
US-10025862-B2,Information network with linked information nodes ,2018-07-17,https://patents.google.com/patent/US10025862B2/en
US-11380316-B2,Speech interaction method and apparatus ,2022-07-05,https://patents.google.com/patent/US11380316B2/en
US-11416987-B2,Image based screening system for prediction of individual at risk of late age-related macular degeneration (AMD) ,2022-08-16,https://patents.google.com/patent/US11416987B2/en
US-9105008-B2,Detecting controversial events ,2015-08-11,https://patents.google.com/patent/US9105008B2/en
US-11625730-B2,Synthetic online entity detection ,2023-04-11,https://patents.google.com/patent/US11625730B2/en
US-11080718-B2,"System and method of a requirement, active compliance and resource management for cyber security application ",2021-08-03,https://patents.google.com/patent/US11080718B2/en
US-11389131-B2,Systems and methods for processing of dental images ,2022-07-19,https://patents.google.com/patent/US11389131B2/en
US-11315687-B2,Method and apparatus for training and evaluating artificial neural networks used to determine lung pathology ,2022-04-26,https://patents.google.com/patent/US11315687B2/en
US-11605161-B2,Surgical workflow and activity detection based on surgical videos ,2023-03-14,https://patents.google.com/patent/US11605161B2/en
US-10769571-B2,Security and content protection by test environment analysis ,2020-09-08,https://patents.google.com/patent/US10769571B2/en
US-11373311-B2,System and methods for determining a brain condition of a patient subject to multiple disease states ,2022-06-28,https://patents.google.com/patent/US11373311B2/en
US-9119918-B2,Probablistic pharmacokinetic and pharmacodynamic modeling ,2015-09-01,https://patents.google.com/patent/US9119918B2/en
US-10832551-B2,System and method for characterizing and passively monitoring a property to identify events affecting occupants of the property ,2020-11-10,https://patents.google.com/patent/US10832551B2/en
US-11765225-B2,Systems and methods for microservice execution load balancing in virtual distributed ledger networks ,2023-09-19,https://patents.google.com/patent/US11765225B2/en
US-8543563-B1,Domain adaptation for query translation ,2013-09-24,https://patents.google.com/patent/US8543563B1/en
US-11826636-B2,Depth sensing module and mobile device including the same ,2023-11-28,https://patents.google.com/patent/US11826636B2/en
US-10356535-B2,Method and system for self-managed sound enhancement ,2019-07-16,https://patents.google.com/patent/US10356535B2/en
US-11666786-B1,Biometric and environmental monitoring and control system ,2023-06-06,https://patents.google.com/patent/US11666786B1/en
US-11775323-B2,"Analytics dashboards for critical event management software systems, and related software ",2023-10-03,https://patents.google.com/patent/US11775323B2/en
US-11393470-B2,Method and apparatus for providing speech recognition service ,2022-07-19,https://patents.google.com/patent/US11393470B2/en
US-12002001-B2,"Integrated multi-location scheduling, routing, and task management ",2024-06-04,https://patents.google.com/patent/US12002001B2/en
US-9449080-B1,"System, methods, and user interface for information searching, tagging, organization, and display ",2016-09-20,https://patents.google.com/patent/US9449080B1/en
US-8762167-B2,Methods and systems for generation of personalized health plans ,2014-06-24,https://patents.google.com/patent/US8762167B2/en
US-10769570-B2,Artificial intelligence based risk and knowledge management ,2020-09-08,https://patents.google.com/patent/US10769570B2/en
US-11710071-B2,Data analysis and rendering ,2023-07-25,https://patents.google.com/patent/US11710071B2/en
US-11861898-B2,Self-expanding augmented reality-based service instructions library ,2024-01-02,https://patents.google.com/patent/US11861898B2/en
US-10699151-B2,System and method for performing saliency detection using deep active contours ,2020-06-30,https://patents.google.com/patent/US10699151B2/en
US-11430140-B2,"Medical image generation, localizaton, registration system ",2022-08-30,https://patents.google.com/patent/US11430140B2/en
US-10807591-B1,Vehicle disaster detection and response ,2020-10-20,https://patents.google.com/patent/US10807591B1/en
US-11004558-B2,Systems and methods for disease control and management ,2021-05-11,https://patents.google.com/patent/US11004558B2/en
US-9427189-B2,Monitoring system and device with sensors that are responsive to skin pigmentation ,2016-08-30,https://patents.google.com/patent/US9427189B2/en
US-10511580-B2,System and method for providing a social media shopping experience ,2019-12-17,https://patents.google.com/patent/US10511580B2/en
US-11842380-B2,System and method for providing a social media shopping experience ,2023-12-12,https://patents.google.com/patent/US11842380B2/en
US-10643266-B2,System and method for in-app payments ,2020-05-05,https://patents.google.com/patent/US10643266B2/en
US-12023136-B2,Method and system for abnormality detection ,2024-07-02,https://patents.google.com/patent/US12023136B2/en
US-11055119-B1,Feedback responsive interface ,2021-07-06,https://patents.google.com/patent/US11055119B1/en
US-9652362-B2,Methods and systems of using application-specific and application-type-specific models for the efficient classification of mobile device behaviors ,2017-05-16,https://patents.google.com/patent/US9652362B2/en
US-11963750-B2,"Systems, devices and methods for non-invasive hematological measurements ",2024-04-23,https://patents.google.com/patent/US11963750B2/en
US-11948066-B2,Processing sequences using convolutional neural networks ,2024-04-02,https://patents.google.com/patent/US11948066B2/en
US-10943463-B1,Technologies for assistance and security services ,2021-03-09,https://patents.google.com/patent/US10943463B1/en
US-10491558-B2,Systems and methods for enabling dialog amongst different participant groups with variable and association-based privacy ,2019-11-26,https://patents.google.com/patent/US10491558B2/en
US-9292494-B2,Conceptual world representation natural language understanding system and method ,2016-03-22,https://patents.google.com/patent/US9292494B2/en
US-11580243-B2,System for authorizing rendering of objects in three-dimensional spaces ,2023-02-14,https://patents.google.com/patent/US11580243B2/en
US-11683328-B2,IoT device management visualization ,2023-06-20,https://patents.google.com/patent/US11683328B2/en
US-12082006-B2,Method and device for O-RAN-based performance optimization and configuration ,2024-09-03,https://patents.google.com/patent/US12082006B2/en
US-10820213-B2,Method and apparatus for analyzing communication environment based on property information of an object ,2020-10-27,https://patents.google.com/patent/US10820213B2/en
US-9959388-B2,"Systems, devices, and methods for providing electrical stimulation therapy feedback ",2018-05-01,https://patents.google.com/patent/US9959388B2/en
US-10755406-B2,Systems and methods for co-expression analysis in immunoscore computation ,2020-08-25,https://patents.google.com/patent/US10755406B2/en
US-8914119-B2,Electrical brain therapy parameter determination based on a bioelectrical resonance response ,2014-12-16,https://patents.google.com/patent/US8914119B2/en
US-10537403-B2,Passive RFID based health data monitor ,2020-01-21,https://patents.google.com/patent/US10537403B2/en
US-10388018-B2,"Image processing apparatus, image processing method, and storage medium ",2019-08-20,https://patents.google.com/patent/US10388018B2/en
US-11733150-B2,Distinguishing between blood sample components ,2023-08-22,https://patents.google.com/patent/US11733150B2/en
US-11443201-B2,Artificial intelligence-based self-learning in medical imaging ,2022-09-13,https://patents.google.com/patent/US11443201B2/en
US-10043243-B2,Deep unfolding algorithm for efficient image denoising under varying noise conditions ,2018-08-07,https://patents.google.com/patent/US10043243B2/en
US-10408847-B2,Tuberculosis biomarkers and uses thereof ,2019-09-10,https://patents.google.com/patent/US10408847B2/en
US-9582739-B2,Learning contour identification system using portable contour metrics derived from contour mappings ,2017-02-28,https://patents.google.com/patent/US9582739B2/en
US-12029496-B2,Software for use with deformity correction ,2024-07-09,https://patents.google.com/patent/US12029496B2/en
US-11178166-B2,Information leakage-aware computer aided cyber-physical manufacturing ,2021-11-16,https://patents.google.com/patent/US11178166B2/en
US-9880999-B2,Natural language relatedness tool using mined semantic analysis ,2018-01-30,https://patents.google.com/patent/US9880999B2/en
US-11903741-B2,Shockable heart rhythm classifier for defibrillators ,2024-02-20,https://patents.google.com/patent/US11903741B2/en
US-11529103-B2,Artificial intelligence self-learning-based automatic electrocardiography analysis method and apparatus ,2022-12-20,https://patents.google.com/patent/US11529103B2/en
US-10922631-B1,System and method for secure touchless authentication of user identity ,2021-02-16,https://patents.google.com/patent/US10922631B1/en
US-11096059-B1,"System and method for secure touchless authentication of user paired device, behavior and identity ",2021-08-17,https://patents.google.com/patent/US11096059B1/en
US-10478111-B2,Systems for speech-based assessment of a patient's state-of-mind ,2019-11-19,https://patents.google.com/patent/US10478111B2/en
US-11756686-B2,Sensor fusion of physiological and machine-interface factors as a biometric ,2023-09-12,https://patents.google.com/patent/US11756686B2/en
US-11968256-B2,"Blockchain architecture, system, method and device for automated cybersecurity and data privacy law compliance with a partitioned replication protocol ",2024-04-23,https://patents.google.com/patent/US11968256B2/en
US-11666250-B2,Medical camera assembly comprising range camera and thermographic camera ,2023-06-06,https://patents.google.com/patent/US11666250B2/en
US-10058290-B1,Monitoring device with voice interaction ,2018-08-28,https://patents.google.com/patent/US10058290B1/en
US-12088507-B2,Scalable edge computing ,2024-09-10,https://patents.google.com/patent/US12088507B2/en
US-11100565-B2,Systems and methods for allocating and distributing inventory ,2021-08-24,https://patents.google.com/patent/US11100565B2/en
US-11877363-B2,Controlling physiological conditions by controlling environmental conditions ,2024-01-16,https://patents.google.com/patent/US11877363B2/en
US-11184234-B2,Self-optimizing fabric architecture and self-assembling network ,2021-11-23,https://patents.google.com/patent/US11184234B2/en
US-11238133-B1,"Systems and methods for monitoring use of and ensuring continuity of functionality of insulin infusion pumps, glucose monitors, and other diabetes treatment equipment ",2022-02-01,https://patents.google.com/patent/US11238133B1/en
US-11214839-B2,Circulating microRNA signatures for ovarian cancer ,2022-01-04,https://patents.google.com/patent/US11214839B2/en
US-11343532-B2,System and method for vision-based joint action and pose motion forecasting ,2022-05-24,https://patents.google.com/patent/US11343532B2/en
US-11106927-B2,Method for monitoring an interior state of an autonomous vehicle ,2021-08-31,https://patents.google.com/patent/US11106927B2/en
US-11978554-B2,Radio frequency identification token for wireless surgical instruments ,2024-05-07,https://patents.google.com/patent/US11978554B2/en
US-11968776-B2,Method for mechanical packaging for modular energy system ,2024-04-23,https://patents.google.com/patent/US11968776B2/en
US-12033751-B2,Systems and methods for operations and incident management ,2024-07-09,https://patents.google.com/patent/US12033751B2/en
US-9159223-B2,User monitoring device configured to be in communication with an emergency response system or team ,2015-10-13,https://patents.google.com/patent/US9159223B2/en
US-11094313-B2,Electronic device and method of controlling speech recognition by electronic device ,2021-08-17,https://patents.google.com/patent/US11094313B2/en
US-11270601-B2,Virtual reality system for simulating a robotic surgical environment ,2022-03-08,https://patents.google.com/patent/US11270601B2/en
US-11944401-B2,Emulation of robotic arms and control thereof in a virtual reality environment ,2024-04-02,https://patents.google.com/patent/US11944401B2/en
US-11013559-B2,Virtual reality laparoscopic tools ,2021-05-25,https://patents.google.com/patent/US11013559B2/en
US-11774944-B2,Methods and systems for the industrial internet of things ,2023-10-03,https://patents.google.com/patent/US11774944B2/en
US-11738237-B2,"Outdoors training systems and methods for designing, monitoring and providing feedback of training ",2023-08-29,https://patents.google.com/patent/US11738237B2/en
US-10936749-B2,Privacy enhancement using derived data disclosure ,2021-03-02,https://patents.google.com/patent/US10936749B2/en
US-10682108-B1,"Methods, systems, and computer readable media for three-dimensional (3D) reconstruction of colonoscopic surfaces for determining missing regions ",2020-06-16,https://patents.google.com/patent/US10682108B1/en
US-10993082-B2,Methods and apparatus for device location services ,2021-04-27,https://patents.google.com/patent/US10993082B2/en
US-11036886-B2,Iterative execution of data de-identification processes ,2021-06-15,https://patents.google.com/patent/US11036886B2/en
US-10969162-B2,Refrigerator and method for operating the refrigerator ,2021-04-06,https://patents.google.com/patent/US10969162B2/en
US-11266345-B2,Apparatus for visualization of tissue ,2022-03-08,https://patents.google.com/patent/US11266345B2/en
US-11023478-B2,Determining temporal categories for a domain of content for natural language processing ,2021-06-01,https://patents.google.com/patent/US11023478B2/en
US-10089556-B1,Self-attention deep neural network for action recognition in surveillance videos ,2018-10-02,https://patents.google.com/patent/US10089556B1/en
US-11036215-B2,Data collection systems with pattern analysis for an industrial environment ,2021-06-15,https://patents.google.com/patent/US11036215B2/en
US-11741604-B2,Systems and methods for processing electronic images to infer biomarkers ,2023-08-29,https://patents.google.com/patent/US11741604B2/en
US-10891545-B2,Multi-dimensional time series event prediction via convolutional neural network(s) ,2021-01-12,https://patents.google.com/patent/US10891545B2/en
US-11766293-B2,Systems and methods for intraocular lens selection ,2023-09-26,https://patents.google.com/patent/US11766293B2/en
US-11790760-B2,Modular sensing systems and methods ,2023-10-17,https://patents.google.com/patent/US11790760B2/en
US-10671806-B2,Customized customer relationship management platform method and devices ,2020-06-02,https://patents.google.com/patent/US10671806B2/en
US-8622899-B2,Continuous monitoring of stress using self-reported psychological or behavioral data ,2014-01-07,https://patents.google.com/patent/US8622899B2/en
US-8725462-B2,Data aggregation platform ,2014-05-13,https://patents.google.com/patent/US8725462B2/en
US-9173567-B2,Triggering user queries based on sensor inputs ,2015-11-03,https://patents.google.com/patent/US9173567B2/en
US-9189599-B2,Calculating and monitoring a composite stress index ,2015-11-17,https://patents.google.com/patent/US9189599B2/en
US-8622901-B2,Continuous monitoring of stress using accelerometer data ,2014-01-07,https://patents.google.com/patent/US8622901B2/en
US-10736497-B2,Anatomical site relocalisation using dual data synchronisation ,2020-08-11,https://patents.google.com/patent/US10736497B2/en
US-11409555-B2,Application deployment in multi-cloud environment ,2022-08-09,https://patents.google.com/patent/US11409555B2/en
US-10318534-B2,Recommendations in a computing advice facility ,2019-06-11,https://patents.google.com/patent/US10318534B2/en
US-11604965-B2,Private deep learning ,2023-03-14,https://patents.google.com/patent/US11604965B2/en
US-11983498-B2,System and methods for language processing of document sequences using a neural network ,2024-05-14,https://patents.google.com/patent/US11983498B2/en
US-11508168-B2,Systems and methods for specimen interpretation ,2022-11-22,https://patents.google.com/patent/US11508168B2/en
US-8572290-B1,System and architecture for robust management of resources in a wide-area network ,2013-10-29,https://patents.google.com/patent/US8572290B1/en
US-10417613-B1,Systems and methods of patternizing logged user-initiated events for scheduling functions ,2019-09-17,https://patents.google.com/patent/US10417613B1/en
US-11792485-B2,"Systems and methods for annotating video media with shared, time-synchronized, personal reactions ",2023-10-17,https://patents.google.com/patent/US11792485B2/en
US-9349016-B1,System and method for user-context-based data loss prevention ,2016-05-24,https://patents.google.com/patent/US9349016B1/en
US-11298485-B2,Esophageal pressure clinical decision support system ,2022-04-12,https://patents.google.com/patent/US11298485B2/en
US-11445969-B2,System and method for event-centered display of subcutaneous cardiac monitoring data ,2022-09-20,https://patents.google.com/patent/US11445969B2/en
US-8744890-B1,System and method for managing system-level workflow strategy and individual workflow activity ,2014-06-03,https://patents.google.com/patent/US8744890B1/en
US-10595766-B2,Abnormal motion detector and monitor ,2020-03-24,https://patents.google.com/patent/US10595766B2/en
US-11777966-B2,Systems and methods for causation analysis of network traffic anomalies and security threats ,2023-10-03,https://patents.google.com/patent/US11777966B2/en
US-9727115-B1,Smart security device with status communication mode ,2017-08-08,https://patents.google.com/patent/US9727115B1/en
US-10901815-B2,Data sharing system and data sharing method therefor ,2021-01-26,https://patents.google.com/patent/US10901815B2/en
US-11120559-B2,Computer vision based monitoring system and method ,2021-09-14,https://patents.google.com/patent/US11120559B2/en
US-11019101-B2,Middle ware security layer for cloud computing services ,2021-05-25,https://patents.google.com/patent/US11019101B2/en
US-8295568-B2,Medical image display processing apparatus and medical image display processing program ,2012-10-23,https://patents.google.com/patent/US8295568B2/en
US-10278787-B2,Patient reference tool for rapid registration ,2019-05-07,https://patents.google.com/patent/US10278787B2/en
US-10425814-B2,Control of wireless communication device capability in a mobile device with a biometric key ,2019-09-24,https://patents.google.com/patent/US10425814B2/en
US-9427185-B2,User behavior monitoring on a computerized device ,2016-08-30,https://patents.google.com/patent/US9427185B2/en
US-11681262-B2,Building management system with space and place utilization ,2023-06-20,https://patents.google.com/patent/US11681262B2/en
US-11635331-B2,Systems and approaches for improving accuracy of temperature measurements using thermal imaging ,2023-04-25,https://patents.google.com/patent/US11635331B2/en
US-10326744-B1,Security layer for containers in multi-tenant environments ,2019-06-18,https://patents.google.com/patent/US10326744B1/en
US-11719804-B2,System and method for determining user activities using artificial intelligence processing ,2023-08-08,https://patents.google.com/patent/US11719804B2/en
US-10509859-B2,Topological data analysis utilizing spreadsheets ,2019-12-17,https://patents.google.com/patent/US10509859B2/en
US-8949158-B2,Cost-sensitive alternating decision trees for record linkage ,2015-02-03,https://patents.google.com/patent/US8949158B2/en
US-11354539-B2,Encrypted data model verification ,2022-06-07,https://patents.google.com/patent/US11354539B2/en
US-10614689-B2,Methods and systems for using pattern recognition to identify potential security threats ,2020-04-07,https://patents.google.com/patent/US10614689B2/en
US-10469514-B2,Collaborative and adaptive threat intelligence for computer security ,2019-11-05,https://patents.google.com/patent/US10469514B2/en
US-10799186-B2,Detection of disease conditions and comorbidities ,2020-10-13,https://patents.google.com/patent/US10799186B2/en
US-10949022-B2,"Method, device, and system for determining a false touch on a touch screen of an electronic device using an AI model ",2021-03-16,https://patents.google.com/patent/US10949022B2/en
US-11578990-B1,Personalized driving risk modeling and estimation system and methods ,2023-02-14,https://patents.google.com/patent/US11578990B1/en
US-11087614-B2,Methods and systems of smart campus security shield ,2021-08-10,https://patents.google.com/patent/US11087614B2/en
US-9609456-B2,"Methods, devices, and systems for communicating behavioral analysis information ",2017-03-28,https://patents.google.com/patent/US9609456B2/en
US-9582748-B2,Base charging station for monitoring device ,2017-02-28,https://patents.google.com/patent/US9582748B2/en
US-11589137-B2,Method for collaborative comments or metadata annotation of video ,2023-02-21,https://patents.google.com/patent/US11589137B2/en
US-9235887-B2,"Classification of biological tissue by multi-mode data registration, segmentation and characterization ",2016-01-12,https://patents.google.com/patent/US9235887B2/en
US-10402623-B2,Large scale cell image analysis method and system ,2019-09-03,https://patents.google.com/patent/US10402623B2/en
US-10739769-B2,Systems and methods for predictions of state and uncertainty of objects for a motorized mobile system ,2020-08-11,https://patents.google.com/patent/US10739769B2/en
US-8219383-B2,Method and system for automated supervised data analysis ,2012-07-10,https://patents.google.com/patent/US8219383B2/en
US-9721212-B2,Efficient on-device binary analysis for auto-generated behavioral models ,2017-08-01,https://patents.google.com/patent/US9721212B2/en
US-10339648-B2,Quantitative predictors of tumor severity ,2019-07-02,https://patents.google.com/patent/US10339648B2/en
US-11277702-B2,Method and apparatus for sound object following ,2022-03-15,https://patents.google.com/patent/US11277702B2/en
US-11462054-B2,Radar-based indoor localization and tracking system ,2022-10-04,https://patents.google.com/patent/US11462054B2/en
US-10565759-B2,Global signatures for large-scale image recognition ,2020-02-18,https://patents.google.com/patent/US10565759B2/en
US-10706873-B2,Real-time speaker state analytics platform ,2020-07-07,https://patents.google.com/patent/US10706873B2/en
US-11850058-B2,Methods and magnetic imaging devices to inventory human brain cortical function ,2023-12-26,https://patents.google.com/patent/US11850058B2/en
US-12059271-B2,Processing of electrophysiological signals ,2024-08-13,https://patents.google.com/patent/US12059271B2/en
